Sun Apr 05 13:30:00 PDT 2015 -- Sun Apr 05 16:30:00 PDT 2015
Aatr: 	0.014184782449904522
Ahri: 	0.10638586837428392
Akal: 	0.062413042779579896
Alis: 	0.08227173820944622
Amum: 	0.06808695575954171
Aniv: 	0.017021738939885428
Anni: 	0.0922010859243794
Ashe: 	0.15886956343893063
Azir: 	0.056739129799618086
Bard: 	0.05390217330963718
Blit: 	0.22270108446350098
Bran: 	0.04539130383969447
Brau: 	0.014184782449904522
Cait: 	0.032624999634780404
Cass: 	0.018440217184875877
ChoG: 	0.08794565118940803
Cork: 	0.011347825959923617
Dari: 	0.04255434734971356
Dian: 	0.05106521681965628
Drav: 	0.015603260694894974
DrMu: 	0.04255434734971356
Elis: 	0.009929347714933165
Evel: 	0.13759238976407387
Ezre: 	0.3390163005527181
Fidd: 	0.04255434734971356
Fior: 	0.04680978208468492
Fizz: 	0.1602880416839211
Gali: 	0.04255434734971356
Gang: 	0.08794565118940803
Gare: 	0.03971739085973266
Gnar: 	0.017021738939885428
Grag: 	0.02127717367485678
Grav: 	0.02553260840982814
Heca: 	0.20142391078864422
Heim: 	0.062413042779579896
Irel: 	0.034043477879770856
Jann: 	0.02553260840982814
Jarv: 	0.028369564899809043
Jax: 	0.10213043363931255
Jayc: 	0.07376086873950351
Jinx: 	0.16596195466388292
Kali: 	0.008510869469942714
Karm: 	0.056739129799618086
Kart: 	0.11631521608921708
Kass: 	0.06099456453458944
Kata: 	0.14042934625405476
Kayl: 	0.05106521681965628
Kenn: 	0.032624999634780404
Khaz: 	0.0354619561247613
KogM: 	0.03971739085973266
Lebl: 	0.10213043363931255
LeeS: 	0.04822826032967537
Leon: 	0.06808695575954171
Liss: 	0.028369564899809043
Luci: 	0.11489673784422663
Lulu: 	0.04255434734971356
Lux: 	0.1489402157239975
Malp: 	0.15319565045896882
Malz: 	0.07801630347447487
Maok: 	0.09929347714933165
Mast: 	0.21702717148353917
Miss: 	0.029788043144799495
Monk: 	0.17872825886879698
Mord: 	0.05106521681965628
Morg: 	0.1276630420491407
Nami: 	0.056739129799618086
Nasu: 	0.1276630420491407
Naut: 	0.038298912614742206
Nida: 	0.23263043217843415
Noct: 	0.022695651919847234
Nunu: 	0.02695108665481859
Olaf: 	0.014184782449904522
Oria: 	0.032624999634780404
Pant: 	0.05248369506464673
Popp: 	0.04113586910472311
Quin: 	0.01985869542986633
Ramm: 	0.02127717367485678
RekS: 	0.014184782449904522
Rene: 	0.024114130164837686
Reng: 	0.038298912614742206
Rive: 	0.10638586837428392
Rumb: 	0.02127717367485678
Ryze: 	0.06383152102457035
Seju: 	0.029788043144799495
Shac: 	0.2695108665481859
Shen: 	0.04539130383969447
Shyv: 	0.008510869469942714
Sing: 	0.031206521389789948
Sion: 	0.031206521389789948
Sivi: 	0.07517934698449397
Skar: 	0.011347825959923617
Sona: 	0.12198912906917889
Sora: 	0.055320651554627634
Swai: 	0.02553260840982814
Synd: 	0.04539130383969447
Talo: 	0.055320651554627634
Tari: 	0.015603260694894974
Teem: 	0.21844564972852965
Thre: 	0.031206521389789948
Tris: 	0.032624999634780404
Trun: 	0.009929347714933165
Tryn: 	0.07234239049451306
Twis: 	0.08085325996445578
Twit: 	0.022695651919847234
Udyr: 	0.024114130164837686
Urgo: 	0.032624999634780404
Varu: 	0.034043477879770856
Vayn: 	0.038298912614742206
Veig: 	0.06808695575954171
Velk: 	0.06524999926956081
Vi: 	0.05390217330963718
Vikt: 	0.017021738939885428
Vlad: 	0.08510869469942713
Voli: 	0.024114130164837686
Warw: 	0.034043477879770856
Xera: 	0.029788043144799495
XinZ: 	0.10922282486426482
Yasu: 	0.04539130383969447
Yori: 	0.024114130164837686
Zac: 	0.017021738939885428
Zed: 	0.1929130413187015
Zigg: 	0.08794565118940803
Zile: 	0.011347825959923617
Zyra: 	0.04113586910472311
Sun Apr 05 16:30:00 PDT 2015 -- Sun Apr 05 19:30:00 PDT 2015
Aatr: 	0.011120793968771366
Ahri: 	0.10413107079849551
Akal: 	0.047516119684750384
Alis: 	0.09301027682972415
Amum: 	0.06571378254273989
Aniv: 	0.03538434444609071
Anni: 	0.1010981269888306
Ashe: 	0.16478994699179386
Azir: 	0.056614951113745135
Bard: 	0.05257102603419191
Blit: 	0.21432802921632085
Bran: 	0.04448317587508546
Brau: 	0.016175700318212895
Cait: 	0.021230606667654424
Cass: 	0.01010981269888306
ChoG: 	0.09806518317916568
Cork: 	0.02021962539776612
Dari: 	0.0505490634944153
Dian: 	0.047516119684750384
Drav: 	0.02325256920743104
DrMu: 	0.038417288255755626
Elis: 	0.007076868889218142
Evel: 	0.15771307810257573
Ezre: 	0.333623819063141
Fidd: 	0.04549415714497377
Fior: 	0.06571378254273989
Fizz: 	0.15771307810257573
Gali: 	0.038417288255755626
Gang: 	0.06975770762229311
Gare: 	0.02729649428698426
Gnar: 	0.0060658876193298355
Grag: 	0.029318456826760875
Grav: 	0.02325256920743104
Heca: 	0.20927312286687932
Heim: 	0.06065887619329836
Irel: 	0.02224158793754273
Jann: 	0.014153737778436284
Jarv: 	0.017186681588101202
Jax: 	0.10514205206838383
Jayc: 	0.07683457651151125
Jinx: 	0.18500957238956
Kali: 	0.009098831428994755
Karm: 	0.05459298857396852
Kart: 	0.11221892095760197
Kass: 	0.061669857463186664
Kata: 	0.18399859111967168
Kayl: 	0.03235140063642579
Kenn: 	0.034373363176202404
Khaz: 	0.02729649428698426
KogM: 	0.04650513841486208
Lebl: 	0.11525186476726688
LeeS: 	0.051560044764303606
